Date,Region,Warehouse Capacity,Current Stock Level
2024/4/27,Liaoning,18397,16866
2024/4/28,Liaoning,24632,16328
2024/4/29,Liaoning,17351,17467
2024/4/30,Liaoning,44309,38545
2024/5/1,Liaoning,41383,31372
2024/5/2,Liaoning,31131,42127
2024/5/3,Liaoning,41994,36100
2024/5/4,Liaoning,45503,20767
2024/5/5,Liaoning,13099,24099
2024/5/6,Liaoning,36065,39540
2024/5/7,Liaoning,19500,8061
2024/5/8,Liaoning,27615,32083
2024/5/9,Liaoning,23772,17459
2024/5/10,Liaoning,41802,29622
2024/5/11,Liaoning,43273,10408
2024/5/12,Liaoning,45390,15365
2024/5/13,Liaoning,36205,17524
2024/5/14,Liaoning,46542,31334
2024/5/15,Liaoning,12533,6895
2024/5/16,Liaoning,12220,43556
2024/5/17,Liaoning,28221,10119
2024/5/18,Liaoning,43565,31656
2024/5/19,Liaoning,25470,35516
2024/5/20,Liaoning,47478,13010
2024/5/21,Liaoning,41726,31943
2024/5/22,Liaoning,36454,21370
2024/5/23,Liaoning,36204,8026
2024/5/24,Liaoning,49368,30516
2024/5/25,Liaoning,16576,19906
2024/5/26,Liaoning,43108,24387
2024/5/27,Liaoning,30034,34856
2024/5/28,Liaoning,32955,11315
2024/5/29,Liaoning,12081,12514
2024/5/30,Liaoning,40527,20231
2024/5/31,Liaoning,39565,16152
2024/6/1,Liaoning,29772,5962
2024/6/2,Liaoning,33163,34555
2024/6/3,Liaoning,34628,17273
2024/6/4,Liaoning,36939,40666
2024/6/5,Liaoning,37726,8077
2024/6/6,Liaoning,41853,13339
2024/6/7,Liaoning,32786,35105
2024/6/8,Liaoning,23488,24304
2024/6/9,Liaoning,39306,33558
2024/6/10,Liaoning,41803,35018
2024/6/11,Liaoning,17119,41816
2024/6/12,Liaoning,11360,6432
2024/6/13,Liaoning,34509,6530
2024/6/14,Liaoning,35933,39922
2024/6/15,Liaoning,47851,29942
2024/6/16,Liaoning,18198,13046
2024/6/17,Liaoning,47059,28413
2024/6/18,Liaoning,42584,32913
2024/6/19,Liaoning,22929,30714
2024/6/20,Liaoning,15994,29600
2024/6/21,Liaoning,43357,24064
2024/6/22,Liaoning,31530,12484
2024/6/23,Liaoning,43148,42024
2024/6/24,Liaoning,12404,8636
2024/6/25,Liaoning,32240,14302
2024/6/26,Liaoning,25683,27168
2024/6/27,Liaoning,42644,19522
2024/6/28,Liaoning,12367,44655
2024/6/29,Liaoning,24269,20661
2024/1/1,Heilongjiang,24919,30792
2024/1/2,Heilongjiang,39430,5712
2024/1/3,Heilongjiang,14389,31969
2024/1/4,Heilongjiang,25508,31498
2024/1/5,Heilongjiang,29386,32843
2024/1/6,Heilongjiang,48733,22546
2024/1/7,Heilongjiang,11452,44726
2024/1/8,Heilongjiang,43201,26028
2024/1/9,Heilongjiang,38197,41963
2024/1/10,Heilongjiang,37898,6653
2024/1/11,Heilongjiang,25350,40994
2024/1/12,Heilongjiang,17514,11302
2024/1/13,Heilongjiang,30609,11520
2024/1/14,Heilongjiang,26737,14320
2024/1/15,Heilongjiang,15198,43817
2024/1/16,Heilongjiang,29773,27868
2024/1/17,Heilongjiang,42629,37487
2024/1/18,Heilongjiang,26283,31176
2024/1/19,Heilongjiang,41631,9629
2024/1/20,Heilongjiang,37319,7122
2024/1/21,Heilongjiang,24495,33596
2024/1/22,Heilongjiang,47484,18329
2024/1/23,Heilongjiang,23852,21438
2024/1/24,Heilongjiang,12473,23332
2024/1/25,Heilongjiang,46141,41876
2024/1/26,Heilongjiang,36140,15065
2024/1/27,Heilongjiang,45836,33503
2024/1/28,Heilongjiang,42501,31748
2024/1/29,Heilongjiang,16749,38787
2024/1/30,Heilongjiang,24365,30596
2024/1/31,Heilongjiang,43138,25913
2024/2/1,Heilongjiang,19214,12647
2024/2/2,Heilongjiang,31393,39138
2024/2/3,Heilongjiang,36811,19875
2024/2/4,Heilongjiang,32539,18919
2024/2/5,Heilongjiang,31942,39685
2024/2/6,Heilongjiang,23461,9362
2024/2/7,Heilongjiang,47807,22276
2024/2/8,Heilongjiang,28352,17014
2024/2/9,Heilongjiang,27671,15186
2024/2/10,Heilongjiang,41970,24873
2024/2/11,Heilongjiang,49001,27868
2024/2/12,Heilongjiang,12164,42593
2024/2/13,Heilongjiang,13113,32545
2024/2/14,Heilongjiang,28518,36099
2024/2/15,Heilongjiang,37243,22431
2024/2/16,Heilongjiang,39658,13633
2024/2/17,Heilongjiang,16698,12720
2024/2/18,Heilongjiang,25487,24567
2024/2/19,Heilongjiang,14533,27341
2024/2/20,Heilongjiang,48794,11992
2024/2/21,Heilongjiang,33761,9640
2024/2/22,Heilongjiang,10969,18577
2024/2/23,Heilongjiang,37139,23974
2024/2/24,Heilongjiang,25508,11114
2024/2/25,Heilongjiang,44256,12351
2024/2/26,Heilongjiang,45847,35969
2024/2/27,Heilongjiang,21873,16473
2024/2/28,Heilongjiang,38284,33851
2024/3/1,Heilongjiang,28648,28792
2024/3/2,Heilongjiang,28175,26343
2024/3/3,Heilongjiang,20172,18970
2024/3/4,Heilongjiang,38225,7353
2024/3/5,Heilongjiang,19043,35237
2024/3/6,Heilongjiang,37953,11077
2024/3/7,Heilongjiang,43426,21497
2024/3/8,Heilongjiang,19477,43762
2024/3/9,Heilongjiang,11002,28643
2024/3/10,Heilongjiang,47628,34968
2024/3/11,Heilongjiang,42899,40408
2024/3/12,Heilongjiang,35942,33824
2024/3/13,Heilongjiang,34642,40952
2024/3/14,Heilongjiang,19852,39708
2024/3/15,Heilongjiang,48843,33556
2024/3/16,Heilongjiang,23352,43099
2024/3/17,Heilongjiang,22683,6785
2024/3/18,Heilongjiang,25372,14077
2024/3/19,Heilongjiang,42206,42339
2024/3/20,Heilongjiang,32844,5022
2024/3/21,Heilongjiang,19433,29000
2024/3/22,Heilongjiang,30510,44610
2024/3/23,Heilongjiang,35617,8016
2024/3/24,Heilongjiang,30799,38682
2024/3/25,Heilongjiang,33925,12016
2024/3/26,Heilongjiang,48698,5668
2024/3/27,Heilongjiang,13271,36456
2024/3/28,Heilongjiang,33712,39795
2024/3/29,Heilongjiang,31232,22472
2024/3/30,Heilongjiang,24711,7975
2024/3/31,Heilongjiang,49655,40397
2024/4/1,Heilongjiang,12019,7246
2024/4/2,Heilongjiang,36820,35591
2024/4/3,Heilongjiang,36805,37870
2024/4/4,Heilongjiang,48660,5007
2024/4/5,Heilongjiang,38005,42781
2024/4/6,Heilongjiang,34072,34649
2024/4/7,Heilongjiang,41964,12920
2024/4/8,Heilongjiang,48954,43133
2024/4/9,Heilongjiang,23568,19006
2024/4/10,Heilongjiang,37429,26856
2024/4/11,Heilongjiang,21711,23919
2024/4/12,Heilongjiang,27699,37630
2024/4/13,Heilongjiang,23718,42722
2024/4/14,Heilongjiang,39277,19825
2024/4/15,Heilongjiang,28373,10051
2024/4/16,Heilongjiang,40182,22170
2024/4/17,Heilongjiang,45748,17086
2024/4/18,Heilongjiang,12460,7153
2024/4/19,Heilongjiang,11465,14597
2024/4/20,Heilongjiang,41207,21617
2024/4/21,Heilongjiang,38981,38410
2024/4/22,Heilongjiang,44990,12885
2024/4/23,Heilongjiang,37891,29872
2024/4/24,Heilongjiang,42197,14482
2024/4/25,Heilongjiang,45505,23126
2024/4/26,Heilongjiang,31919,9274
2024/4/27,Heilongjiang,12505,6333
2024/4/28,Heilongjiang,47106,25894
2024/4/29,Heilongjiang,46253,32690
2024/4/30,Heilongjiang,36534,23436
2024/5/1,Heilongjiang,14394,12671
2024/5/2,Heilongjiang,16098,14324
2024/5/3,Heilongjiang,48294,34821
2024/5/4,Heilongjiang,16710,5203
2024/5/5,Heilongjiang,19501,14407
2024/5/6,Heilongjiang,17722,7757
2024/5/7,Heilongjiang,22569,38356
2024/5/8,Heilongjiang,40726,34866
2024/5/9,Heilongjiang,31682,25090
2024/5/10,Heilongjiang,20646,9602
2024/5/11,Heilongjiang,47904,22548
2024/5/12,Heilongjiang,33603,13447
2024/5/13,Heilongjiang,17498,34662
2024/5/14,Heilongjiang,39640,42380
2024/5/15,Heilongjiang,12772,42092
2024/5/16,Heilongjiang,43970,24610
2024/5/17,Heilongjiang,34844,5729
2024/5/18,Heilongjiang,30459,36913
2024/5/19,Heilongjiang,10635,43725
2024/5/20,Heilongjiang,26685,33637
2024/5/21,Heilongjiang,15870,22624
2024/5/22,Heilongjiang,18718,20154
2024/5/23,Heilongjiang,47103,18457
2024/5/24,Heilongjiang,14748,44729
2024/5/25,Heilongjiang,16379,28712
2024/5/26,Heilongjiang,38673,21288
2024/5/27,Heilongjiang,30396,33095
2024/5/28,Heilongjiang,21033,7375
2024/5/29,Heilongjiang,22106,19768
2024/5/30,Heilongjiang,35014,7953
2024/5/31,Heilongjiang,34776,28687
2024/6/1,Heilongjiang,36344,7904
2024/6/2,Heilongjiang,31653,39124
2024/6/3,Heilongjiang,11012,7908
2024/6/4,Heilongjiang,41638,28909
2024/6/5,Heilongjiang,43522,8884
2024/6/6,Heilongjiang,24165,35211
2024/6/7,Heilongjiang,42656,23731
2024/6/8,Heilongjiang,15376,35311
2024/6/9,Heilongjiang,20060,13002
2024/6/10,Heilongjiang,40962,41959
2024/6/11,Heilongjiang,19607,21321
2024/6/12,Heilongjiang,14121,11114
2024/6/13,Heilongjiang,40992,20538
2024/6/14,Heilongjiang,18712,27560
2024/6/15,Heilongjiang,43402,16646
2024/6/16,Heilongjiang,25587,17722
2024/6/17,Heilongjiang,17976,42018
2024/6/18,Heilongjiang,20040,40664
2024/6/19,Heilongjiang,47840,36005
2024/6/20,Heilongjiang,37730,15868
2024/6/21,Heilongjiang,29579,34566
2024/6/22,Heilongjiang,46335,7569
2024/6/23,Heilongjiang,32400,44336
2024/6/24,Heilongjiang,31418,7177
2024/6/25,Heilongjiang,28563,6057
2024/6/26,Heilongjiang,29315,42347
2024/6/27,Heilongjiang,43681,19107
2024/6/28,Heilongjiang,21166,5494
2024/6/29,Heilongjiang,45912,18629
2024/1/1,Shaanxi,40929,19591
2024/1/2,Shaanxi,24466,14061
2024/1/3,Shaanxi,24846,22855
2024/1/4,Shaanxi,15341,5835
2024/1/5,Shaanxi,39592,27867
2024/1/6,Shaanxi,37586,25863
2024/1/7,Shaanxi,19907,10231
2024/1/8,Shaanxi,38700,15717
2024/1/9,Shaanxi,25870,23249
2024/1/10,Shaanxi,28534,11785
2024/1/11,Shaanxi,29865,40492
2024/1/12,Shaanxi,46809,34238
2024/1/13,Shaanxi,38817,28869
2024/1/14,Shaanxi,30512,24564
2024/1/15,Shaanxi,19709,20737
2024/1/16,Shaanxi,31801,30328
2024/1/17,Shaanxi,13550,16669
2024/1/18,Shaanxi,12195,38489
2024/1/19,Shaanxi,39877,9803
2024/1/20,Shaanxi,26106,7567
2024/1/21,Shaanxi,18933,15395
2024/1/22,Shaanxi,48094,7667
2024/1/23,Shaanxi,17949,33864
2024/1/24,Shaanxi,12742,25020
2024/1/25,Shaanxi,37182,44267
2024/1/26,Shaanxi,28670,7295
2024/1/27,Shaanxi,16593,27775
2024/1/28,Shaanxi,38780,42623
2024/1/29,Shaanxi,34015,34518
2024/1/30,Shaanxi,36889,15996
2024/1/31,Shaanxi,21121,44412
2024/2/1,Shaanxi,29383,31935
2024/2/2,Shaanxi,32791,15339
2024/2/3,Shaanxi,31342,8310
2024/2/4,Shaanxi,16809,27370
2024/2/5,Shaanxi,32790,18300
2024/2/6,Shaanxi,19840,37410
2024/2/7,Shaanxi,13134,24725
2024/2/8,Shaanxi,33856,20973
2024/2/9,Shaanxi,32030,15300
2024/2/10,Shaanxi,36581,31383
2024/2/11,Shaanxi,23928,32417
2024/2/12,Shaanxi,21390,26683
2024/2/13,Shaanxi,39552,25471
2024/2/14,Shaanxi,18300,28631
2024/2/15,Shaanxi,14221,36710
2024/2/16,Shaanxi,32647,33435
2024/2/17,Shaanxi,39747,27349
2024/2/18,Shaanxi,31349,35372
2024/2/19,Shaanxi,13199,43817
2024/2/20,Shaanxi,33202,44079
2024/2/21,Shaanxi,26516,21996
2024/2/22,Shaanxi,27251,6962
2024/2/23,Shaanxi,23341,10512
2024/2/24,Shaanxi,15537,19315
2024/2/25,Shaanxi,48032,32148
2024/2/26,Shaanxi,41266,10439
2024/2/27,Shaanxi,36907,39710
2024/2/28,Shaanxi,19170,39199
2024/3/1,Shaanxi,19872,29228
2024/3/2,Shaanxi,31276,5515
2024/3/3,Shaanxi,39872,35910
2024/3/4,Shaanxi,24105,6416
2024/3/5,Shaanxi,48294,28316
2024/3/6,Shaanxi,38541,13257
2024/3/7,Shaanxi,41215,24000
2024/3/8,Shaanxi,45284,31187
2024/3/9,Shaanxi,14341,42059
2024/3/10,Shaanxi,21143,36604
2024/3/11,Shaanxi,30894,28183
2024/3/12,Shaanxi,18863,42032
2024/3/13,Shaanxi,28041,23404
2024/3/14,Shaanxi,47448,7324
2024/3/15,Shaanxi,35129,28786
2024/3/16,Shaanxi,25280,30267
2024/3/17,Shaanxi,36200,10778
2024/3/18,Shaanxi,12431,44280
2024/3/19,Shaanxi,11781,30130
2024/3/20,Shaanxi,38285,26637
2024/3/21,Shaanxi,14103,13395
2024/3/22,Shaanxi,13913,19722
2024/3/23,Shaanxi,18838,38093
2024/3/24,Shaanxi,34158,27749
2024/3/25,Shaanxi,13967,31636
2024/3/26,Shaanxi,41774,40618
2024/3/27,Shaanxi,45744,14732
2024/3/28,Shaanxi,29311,6867
2024/3/29,Shaanxi,49695,41695
2024/3/30,Shaanxi,30089,40337
2024/3/31,Shaanxi,28418,19619
2024/4/1,Shaanxi,27931,32198
2024/4/2,Shaanxi,24497,26732
2024/4/3,Shaanxi,13529,27962
2024/4/4,Shaanxi,47063,20607
2024/4/5,Shaanxi,31322,22454
2024/4/6,Shaanxi,49627,18840
2024/4/7,Shaanxi,20106,40479
2024/4/8,Shaanxi,43767,41484
2024/4/9,Shaanxi,20660,8113
2024/4/10,Shaanxi,37139,41268
2024/4/11,Shaanxi,37557,6162
2024/4/12,Shaanxi,35463,33059
2024/4/13,Shaanxi,36477,6351
2024/4/14,Shaanxi,39677,28745
2024/4/15,Shaanxi,24601,26729
2024/4/16,Shaanxi,10963,40121
2024/4/17,Shaanxi,34880,13829
2024/4/18,Shaanxi,47600,30918
2024/4/19,Shaanxi,32702,37876
2024/4/20,Shaanxi,17522,29472
2024/4/21,Shaanxi,15936,37630
2024/4/22,Shaanxi,17956,43400
2024/4/23,Shaanxi,40865,11109
2024/4/24,Shaanxi,44303,11283
2024/4/25,Shaanxi,43963,44222
2024/4/26,Shaanxi,31625,15070
2024/4/27,Shaanxi,42862,18384
2024/4/28,Shaanxi,27952,12997
2024/4/29,Shaanxi,21141,19922
2024/4/30,Shaanxi,16527,19604
2024/5/1,Shaanxi,12124,40153
2024/5/2,Shaanxi,15726,23448
2024/5/3,Shaanxi,41339,39278
2024/5/4,Shaanxi,47591,27886
2024/5/5,Shaanxi,27692,44320
2024/5/6,Shaanxi,46327,26152
2024/5/7,Shaanxi,19987,20004
2024/5/8,Shaanxi,49234,18385
2024/5/9,Shaanxi,25082,42356
2024/5/10,Shaanxi,18331,26799
2024/5/11,Shaanxi,46822,38172
2024/5/12,Shaanxi,19875,25540
2024/5/13,Shaanxi,28679,25292
2024/5/14,Shaanxi,16122,23780
2024/5/15,Shaanxi,14153,12114
2024/5/16,Shaanxi,31785,11581
2024/5/17,Shaanxi,46475,15016
2024/5/18,Shaanxi,26966,17888
2024/5/19,Shaanxi,16755,24552
2024/5/20,Shaanxi,44537,42436
2024/5/21,Shaanxi,12853,6339
2024/5/22,Shaanxi,17748,12805
2024/5/23,Shaanxi,48881,34425
2024/5/24,Shaanxi,38945,27809
2024/5/25,Shaanxi,11307,36658
2024/5/26,Shaanxi,32474,23404
2024/5/27,Shaanxi,22976,15397
2024/5/28,Shaanxi,48006,20837
2024/5/29,Shaanxi,31908,10810
2024/5/30,Shaanxi,29295,17363
2024/5/31,Shaanxi,47092,31279
2024/6/1,Shaanxi,19924,21244
2024/6/2,Shaanxi,11627,31234
2024/6/3,Shaanxi,27775,32835
2024/6/4,Shaanxi,40352,6722
2024/6/5,Shaanxi,29731,43565
2024/6/6,Shaanxi,25804,24546
2024/6/7,Shaanxi,27447,33728
2024/6/8,Shaanxi,37699,33301
2024/6/9,Shaanxi,46904,43678
2024/6/10,Shaanxi,10879,17121
2024/6/11,Shaanxi,14629,31670
2024/6/12,Shaanxi,46093,8667
2024/6/13,Shaanxi,27818,9250
2024/6/14,Shaanxi,31698,5185
2024/6/15,Shaanxi,15949,12641
2024/6/16,Shaanxi,42351,27492
2024/6/17,Shaanxi,32342,28840
2024/6/18,Shaanxi,28602,14800
2024/6/19,Shaanxi,22061,36478
2024/6/20,Shaanxi,39891,26548
2024/6/21,Shaanxi,27966,9515
2024/6/22,Shaanxi,43534,16209
2024/6/23,Shaanxi,15845,10772
2024/6/24,Shaanxi,20572,15485
2024/6/25,Shaanxi,49572,9203
2024/6/26,Shaanxi,48725,29075
2024/6/27,Shaanxi,13081,26975
2024/6/28,Shaanxi,40426,12800
2024/6/29,Shaanxi,19395,44016
2024/1/1,Yunnan,41138,39882
2024/1/2,Yunnan,16316,35760
2024/1/3,Yunnan,38645,28703
2024/1/4,Yunnan,27565,10429
2024/1/5,Yunnan,14344,13642
2024/1/6,Yunnan,43257,24819
2024/1/7,Yunnan,40197,27133
2024/1/8,Yunnan,25360,14335
2024/1/9,Yunnan,36046,19610
2024/1/10,Yunnan,40789,44927
2024/1/11,Yunnan,43804,17659
2024/1/12,Yunnan,19896,8913
2024/1/13,Yunnan,36583,7708
2024/1/14,Yunnan,21931,27299
2024/1/15,Yunnan,23639,20324
2024/1/16,Yunnan,33198,27431
2024/1/17,Yunnan,27743,39053
2024/1/18,Yunnan,10050,40596
2024/1/19,Yunnan,18423,38285
2024/1/20,Yunnan,39452,37446
2024/1/21,Yunnan,33105,21188
2024/1/22,Yunnan,41309,30126
2024/1/23,Yunnan,40095,24103
2024/1/24,Yunnan,26190,21197
2024/1/25,Yunnan,39784,16967
2024/1/26,Yunnan,36570,12669
2024/1/27,Yunnan,38055,26302
2024/1/28,Yunnan,26593,23636
2024/1/29,Yunnan,17814,28284
2024/1/30,Yunnan,11404,27892
2024/1/31,Yunnan,18233,30759
2024/2/1,Yunnan,49391,18167
2024/2/2,Yunnan,30859,23296
2024/2/3,Yunnan,12805,26582
2024/2/4,Yunnan,15582,25488
2024/2/5,Yunnan,43693,44821
2024/2/6,Yunnan,40740,28182
2024/2/7,Yunnan,19966,21523
2024/2/8,Yunnan,47911,39531
2024/2/9,Yunnan,17667,29511
2024/2/10,Yunnan,26795,32446
2024/2/11,Yunnan,42640,41176
2024/2/12,Yunnan,26867,5079
2024/2/13,Yunnan,41488,27890
2024/2/14,Yunnan,31073,34837
2024/2/15,Yunnan,24115,31632
2024/2/16,Yunnan,13062,44089
2024/2/17,Yunnan,31409,42147
2024/2/18,Yunnan,46977,25498
2024/2/19,Yunnan,27041,33542
2024/2/20,Yunnan,29034,29434
2024/2/21,Yunnan,40668,17972
2024/2/22,Yunnan,30173,7553
2024/2/23,Yunnan,34689,15053
2024/2/24,Yunnan,31371,7585
2024/2/25,Yunnan,16500,6361
2024/2/26,Yunnan,12996,35152
2024/2/27,Yunnan,36448,11369
2024/2/28,Yunnan,19945,44396
2024/3/1,Yunnan,26204,34644
2024/3/2,Yunnan,16001,40000
2024/3/3,Yunnan,26040,26487
2024/3/4,Yunnan,25707,15423
2024/3/5,Yunnan,33236,20669
2024/3/6,Yunnan,33198,23539
2024/3/7,Yunnan,17739,28329
2024/3/8,Yunnan,28925,36425
2024/3/9,Yunnan,30105,36381
2024/3/10,Yunnan,41141,29179
2024/3/11,Yunnan,33124,22927
2024/3/12,Yunnan,48168,41415
2024/3/13,Yunnan,40664,36813
2024/3/14,Yunnan,15837,25895
2024/3/15,Yunnan,30160,37502
2024/3/16,Yunnan,39363,25760
2024/3/17,Yunnan,13028,44677
2024/3/18,Yunnan,18631,24361
2024/3/19,Yunnan,40722,39033
2024/3/20,Yunnan,18382,42354
2024/3/21,Yunnan,26783,15653
2024/3/22,Yunnan,16011,40611
2024/3/23,Yunnan,26657,36859
2024/3/24,Yunnan,13377,41618
2024/3/25,Yunnan,39944,35163
2024/3/26,Yunnan,49609,10451
2024/3/27,Yunnan,23690,33479
2024/3/28,Yunnan,17675,16019
2024/3/29,Yunnan,19126,28959
2024/3/30,Yunnan,48141,43691
2024/3/31,Yunnan,10091,20787
2024/4/1,Yunnan,11448,31740
2024/4/2,Yunnan,37097,42890
2024/4/3,Yunnan,34648,29045
2024/4/4,Yunnan,31898,19333
2024/4/5,Yunnan,27458,39107
2024/4/6,Yunnan,37616,30204
2024/4/7,Yunnan,41779,34775
2024/4/8,Yunnan,36622,9728
2024/4/9,Yunnan,25292,12171
2024/4/10,Yunnan,31366,26509
2024/4/11,Yunnan,29306,14541
2024/4/12,Yunnan,14813,29031
2024/4/13,Yunnan,38488,30714
2024/4/14,Yunnan,34886,34314
2024/4/15,Yunnan,46455,8355
2024/4/16,Yunnan,36189,32553
2024/4/17,Yunnan,34386,41328
2024/4/18,Yunnan,45080,21402
2024/4/19,Yunnan,20101,32005
2024/4/20,Yunnan,27874,28145
2024/4/21,Yunnan,17960,25383
2024/4/22,Yunnan,37719,32073
2024/4/23,Yunnan,14793,6615
2024/4/24,Yunnan,31786,29834
2024/4/25,Yunnan,46012,15347
2024/4/26,Yunnan,17162,8191
2024/4/27,Yunnan,43534,11470
2024/4/28,Yunnan,28366,43244
2024/4/29,Yunnan,17435,18261
2024/4/30,Yunnan,46154,18211
2024/5/1,Yunnan,41048,6013
2024/5/2,Yunnan,28842,44800
2024/5/3,Yunnan,21083,9951
2024/5/4,Yunnan,20646,27030
2024/5/5,Yunnan,18247,8592
2024/5/6,Yunnan,12767,30575
2024/5/7,Yunnan,43618,16236
2024/5/8,Yunnan,42717,10103
2024/5/9,Yunnan,17372,12261
2024/5/10,Yunnan,29790,42736
2024/5/11,Yunnan,17060,24274
2024/5/12,Yunnan,28013,5075
2024/5/13,Yunnan,29957,6905
2024/5/14,Yunnan,12780,20672
2024/5/15,Yunnan,19492,31611
2024/5/16,Yunnan,18922,36602
2024/5/17,Yunnan,21160,25562
2024/5/18,Yunnan,25459,18019
2024/5/19,Yunnan,48264,21461
2024/5/20,Yunnan,32737,31359
2024/5/21,Yunnan,43469,30948
2024/5/22,Yunnan,34415,37419
2024/5/23,Yunnan,20527,10270
2024/5/24,Yunnan,42742,38783
2024/5/25,Yunnan,42775,35022
2024/5/26,Yunnan,45261,39647
2024/5/27,Yunnan,49994,10016
2024/5/28,Yunnan,38535,8818
2024/5/29,Yunnan,12507,7894
2024/5/30,Yunnan,37980,44906
2024/5/31,Yunnan,14121,40708
2024/6/1,Yunnan,23033,38150
2024/6/2,Yunnan,34807,20607
2024/6/3,Yunnan,35117,43283
2024/6/4,Yunnan,42375,18942
2024/6/5,Yunnan,41033,9076
2024/6/6,Yunnan,49372,37787
2024/6/7,Yunnan,14123,14590
2024/6/8,Yunnan,15482,14753
2024/6/9,Yunnan,49793,22718
2024/6/10,Yunnan,32826,12660
2024/6/11,Yunnan,23007,5963
2024/6/12,Yunnan,49534,12503
2024/6/13,Yunnan,11437,30155
2024/6/14,Yunnan,12670,23417
2024/6/15,Yunnan,15607,15655
2024/6/16,Yunnan,41757,32564
2024/6/17,Yunnan,41468,30157
2024/6/18,Yunnan,37292,29410
2024/6/19,Yunnan,33385,11908
2024/6/20,Yunnan,49537,28326
2024/6/21,Yunnan,26103,23159
2024/6/22,Yunnan,18198,16145
2024/6/23,Yunnan,34349,22239
2024/6/24,Yunnan,24456,20428
2024/6/25,Yunnan,43024,5153
2024/6/26,Yunnan,42100,43558
2024/6/27,Yunnan,15128,9597
2024/6/28,Yunnan,34450,29767
2024/6/29,Yunnan,29749,26879
